PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13718307,NF_16082022000027399,MAJOR,NSN,SB | SB1L0436C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 8:17 PM",NAK_FO_RAN,783.39,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:48 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13718311,NF_16082022000027409,MAJOR,NSN,SB | SB1L0438B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 8:17 PM",NAK_FO_RAN,783.39,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:48 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13718313,NF_16082022000027413,MAJOR,NSN,SB | SB1L0438C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 8:17 PM",NAK_FO_RAN,783.39,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:40 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13718314,NF_16082022000027415,MAJOR,NSN,SB | SB1L0501B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 8:17 PM",NAK_FO_RAN,783.39,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:48 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727279,NF_18082022000044948,MAJOR,NSN,KH | KH2L0076C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:44 AM",NAK_FO_RAN,749.94,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727280,NF_18082022000044950,MAJOR,NSN,KH | KHDL0219_145625401,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:45 AM",NAK_FO_RAN,749.93,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:45 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727285,NF_18082022000044960,MAJOR,NSN,SB | SB1L0287A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:47 AM",NAK_FO_RAN,749.89,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:55 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727286,NF_18082022000044962,MAJOR,NSN,SB | SB1L0287B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:47 AM",NAK_FO_RAN,749.89,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:47 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727287,NF_18082022000044964,MAJOR,NSN,SB | SB1L0660B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:48 AM",NAK_FO_RAN,749.88,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:55 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727288,NF_18082022000044966,MAJOR,NSN,SB | SB3L0135A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:48 AM",NAK_FO_RAN,749.88,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:48 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727289,NF_18082022000044968,MAJOR,NSN,SB | SB3L0405B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:48 AM",NAK_FO_RAN,749.87,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:48 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727290,NF_18082022000044970,MAJOR,NSN,CH | CH1L0256A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:49 AM",NAK_FO_RAN,749.86,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:49 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727291,NF_18082022000044972,MAJOR,NSN,CH | CH2L0078A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:49 AM",NAK_FO_RAN,749.86,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:49 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727292,NF_18082022000044974,MAJOR,NSN,CH | CHAL0370B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:49 AM",NAK_FO_RAN,749.86,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:42 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727293,NF_18082022000044976,MAJOR,NSN,FS | FS2L0378A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:50 AM",NAK_FO_RAN,749.85,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:50 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727294,NF_18082022000044978,MAJOR,,FS | FS2L0531A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:50 AM",NAK_FO_RAN,749.84,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:50 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727297,NF_18082022000044986,MAJOR,NSN,KB | KB1L0203C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:50 AM",NAK_FO_RAN,749.84,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:36 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727299,NF_18082022000044990,MAJOR,NSN,KH | KH1L0491A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:51 AM",NAK_FO_RAN,749.83,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:44 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727300,NF_18082022000044992,MAJOR,NSN,KH | KH1L0491C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:51 AM",NAK_FO_RAN,749.82,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:44 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727302,NF_18082022000044998,MAJOR,NSN,KH | KH1L0491C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:51 AM",NAK_FO_RAN,749.82,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:44 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727305,NF_18082022000045003,MAJOR,NSN,SB | SB1L0255C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:54 AM",NAK_FO_RAN,749.77,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:55 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727306,NF_18082022000045005,MAJOR,NSN,SB | SB1L0287B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:54 AM",NAK_FO_RAN,749.77,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:47 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727307,NF_18082022000045007,MAJOR,NSN,SB | SB1L0287C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:54 AM",NAK_FO_RAN,749.77,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:47 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727308,NF_18082022000045009,MAJOR,NSN,SB | SB1L0660A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:55 AM",NAK_FO_RAN,749.76,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:41 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727313,NF_18082022000045020,MAJOR,NSN,SB | SB2L0309C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:55 AM",NAK_FO_RAN,749.76,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:41 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727315,NF_18082022000045024,MAJOR,NSN,SB | SB2L0656C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:55 AM",NAK_FO_RAN,749.76,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727318,NF_18082022000045030,MAJOR,NSN,SB | SB3L0405C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:55 AM",NAK_FO_RAN,749.75,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:42 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727319,NF_18082022000045032,MAJOR,NSN,KB | KBDL0488_31123599,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:56 AM",NAK_FO_RAN,749.74,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 6:43 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727320,NF_18082022000045034,MAJOR,NSN,KH | KH1L0031_14772863,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:56 AM",NAK_FO_RAN,749.74,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13727321,NF_18082022000045036,MAJOR,NSN,KH | KH1L0170_97301977,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,16-Aug-2022 00:00:00,"Aug 18, 2022 5:56 AM",NAK_FO_RAN,749.74,ASSIGNED,,,NONE_R,NONE_P,1,"Aug 18, 2022 5:56 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717110,NF_16082022000024956,MAJOR,NSN,CH | CH1L0002B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:43 PM",NAK_FO_RAN,784.96,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717111,NF_16082022000024958,MAJOR,NSN,CH | CH1L0002B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:43 PM",NAK_FO_RAN,784.96,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717112,NF_16082022000024960,MAJOR,NSN,CH | CH1L0023A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:43 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:42 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717113,NF_16082022000024962,MAJOR,NSN,CH | CH1L0023C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:43 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717114,NF_16082022000024964,MAJOR,NSN,CH | CH1L0053A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:43 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717115,NF_16082022000024966,MAJOR,NSN,CH | CH1L0070A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717116,NF_16082022000024968,MAJOR,NSN,CH | CH1L0132C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717117,NF_16082022000024970,MAJOR,NSN,CH | CH1L0218A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.95,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:34 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717118,NF_16082022000024972,MAJOR,NSN,CH | CH1L0268C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717119,NF_16082022000024974,MAJOR,NSN,CH | CH1L0362B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717120,NF_16082022000024976,MAJOR,NSN,CH | CH1L0442C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717121,NF_16082022000024978,MAJOR,NSN,CH | CH2L0202B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717122,NF_16082022000024980,MAJOR,NSN,CH | CH2L0202C2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717123,NF_16082022000024982,MAJOR,NSN,FS | FS1L0082B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:57 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717124,NF_16082022000024984,MAJOR,NSN,FS | FS1L0109C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.94,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717125,NF_16082022000024986,MAJOR,NSN,FS | FS1L0128B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:44 PM",NAK_FO_RAN,784.93,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717126,NF_16082022000024988,MAJOR,NSN,FS | FS1L0147A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:45 PM",NAK_FO_RAN,784.93,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717127,NF_16082022000024990,MAJOR,NSN,FS | FS1L0147B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:45 PM",NAK_FO_RAN,784.93,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717128,NF_16082022000024992,MAJOR,NSN,FS | FS1L0195B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:45 PM",NAK_FO_RAN,784.93,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717130,NF_16082022000024997,MAJOR,NSN,FS | FS1L0324B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 6:45 PM",NAK_FO_RAN,784.93,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:43 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717686,NF_16082022000026104,MAJOR,NSN,KH | KH3L0049C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.27,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717687,NF_16082022000026106,MAJOR,NSN,KH | KH3L1414A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.26,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717688,NF_16082022000026108,MAJOR,NSN,KH | KHAL0834A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.26,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:38 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717693,NF_16082022000026117,MAJOR,NSN,KM | KM1L0108A2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.26,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:00 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717694,NF_16082022000026121,MAJOR,NSN,KM | KM1L0108B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.26,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 6:53 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717697,NF_16082022000026128,MAJOR,NSN,KM | KM1L0627C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717702,NF_16082022000026138,MAJOR,NSN,KM | KM1L0633B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:25 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717705,NF_16082022000026145,MAJOR,NSN,KM | KM1L0657B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717708,NF_16082022000026152,MAJOR,NSN,KM | KM1L0657C1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717709,NF_16082022000026154,MAJOR,NSN,MK | MK1L0003A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717710,NF_16082022000026156,MAJOR,NSN,MK | MK1L0003B2,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.25,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717711,NF_16082022000026158,MAJOR,NSN,MK | MK1L0005A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.24,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717712,NF_16082022000026160,MAJOR,NSN,MK | MK1L0019B1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.24,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13717713,NF_16082022000026162,MAJOR,NSN,MK | MK1L0041A1,cell_availability_include_manual_blocking(Nokia_LTE_CELL_NO_NULL),0,"IsLessThanOrEqual 0    ",ENODEB,14-Aug-2022 00:00:00,"Aug 16, 2022 7:26 PM",NAK_FO_RAN,784.24,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 19, 2022 7:01 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
