PROM_NUMBER,WORO_SERO_ID,PRIORITY,VENDOR,EQUP_INDEX,DEGRADED_KPI,KPI_VALUE,THRESHOLD,EQUP_EQUT_ABBREVIATION,INITIAL_ALARM,TT_CREATED,WORO_WORG_NAME,DURATION_HOUR,WORO_STAS_ABBREVIATION,ROOTCAUSE,CITY,REGION,PROVINCE,ALARM_COUNT,REPORTED,PROS_DESCRIPTION,MTTA_5_8,MTTR_5_8,DW_H
13133736,NF_21052022000072985,MAJOR,HUAWEI,ORUMIYEH_R442H | AG1967,VS.RscGroup.FlowCtrol.DL.DropNum(Huawei_NodeB),123482,"IsGreaterThan 50000    ",NODEB,16-May-2022 00:00:00,"May 21, 2022 1:40 PM",CTO_NAK_HUAWEI_TRANS,2878.01,INPROGRESS,LINK QUALITY(TRS),,WEST_R,AZARGHARBI_P,5,"Sep 6, 2022 2:37 AM",INITIAL DIAGNOSIS,3.66,,Daily_Weekly
13135583,NF_21052022000076228,EMERGENCY,NOKIA,B5510N,SDCCH_Congestion_Rate(Nokia_BSC),19.075,"IsGreaterThanOrEqual 10    ","BSC ",20-May-2022 18:00:00,"May 21, 2022 2:45 PM",NAK_BO_RANN,2876.93,ASSIGNED,,,NORTHEAST_R,KHORASNRAZAVI_P,6,"Aug 22, 2022 7:08 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13140057,NF_14062022000049714,MAJOR,NSN,R515N | KH2U0019,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),69194,"IsGreaterThan 40000    ",NODEB,19-May-2022 00:00:00,"May 22, 2022 2:20 AM",CTO_NAK_NOKIA_TRANS,2671.05,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,2,"Sep 6, 2022 2:38 AM",Confirmed,0.27,538.36,Daily_Weekly
13136739,NF_21052022000076704,EMERGENCY,ERICSSON,B069E,2G_Voice_Call_Drop_Rate_Old(Eric_BSC),16.667,"IsGreaterThanOrEqual 10    ","BSC ",20-May-2022 08:00:00,"May 21, 2022 3:32 PM",NAK_BO_RANE,2876.14,ASSIGNED,,,TEHRAN_R,TEHRAN_P,3,"Sep 7, 2022 2:28 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13150614,NF_24052022000084890,MAJOR,NSN,R343N | KM2U1736,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),117272,"IsGreaterThan 40000    ",NODEB,21-May-2022 00:00:00,"May 24, 2022 10:19 AM",CTO_NAK_NOKIA_TRANS,2809.35,INPROGRESS,TRS HW ISSUE,,CENTRAL_R,KERMAN_P,2,"Sep 6, 2022 2:38 AM",INITIAL DIAGNOSIS,3.61,,Daily_Weekly
13150785,NF_25052022000085250,MAJOR,NOKIA,KM | KM2L0062C2,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),4.082,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,22-May-2022 00:00:00,"May 25, 2022 2:07 AM",CTO_NAK_NOKIA_OPT,2461.8,CLOSED,OTHER,,CENTRAL_R,KERMAN_P,2,"Aug 26, 2022 2:12 AM",Confirmed,10.16,610.87,Daily_Weekly
13150955,NF_26052022000085589,EMERGENCY,NOKIA,B5731N,TCH_Cong_Rate(Nokia_BSC),11.676,"IsGreaterThanOrEqual 10    ","BSC ",25-May-2022 22:00:00,"May 26, 2022 12:52 AM",NAK_BO_RANN,2770.8,ASSIGNED,,,SOUTH_R,FARS_P,6,"Sep 1, 2022 2:19 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13159435,NF_29052022000099934,MAJOR,VAS,TOTAL,USSD_Success_rate(total)(HS),90.81,"IsLessThan 97    ",USSD,28-May-2022 23:00:00,"May 29, 2022 3:03 AM",BO_SMS/RBT,2696.62,ASSIGNED,,,TEHRAN_R,TEHRAN_P,17,"Sep 13, 2022 1:05 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13166111,NF_30052022000010038,MAJOR,NOKIA,KH | KH3L0142D1,Intra-Freq_HO_Success_Ratio(Nokia_LTE_CELL),18.75,"IsLessThan 60  AND  IsGreaterThan 0 ",ENODEB,27-May-2022 00:00:00,"May 30, 2022 2:04 AM",CTO_NAK_NOKIA_OPT,2224.09,CLOSED,OTHER,,NORTHEAST_R,KHORASNRAZAVI_P,2,"Aug 26, 2022 2:11 AM",Confirmed,0.93,549,Daily_Weekly
13167680,NF_30052022000012325,EMERGENCY,NOKIA,B5810N,SDCCH_Congestion_Rate(Nokia_BSC),11.333,"IsGreaterThanOrEqual 10    ","BSC ",30-May-2022 08:00:00,"May 30, 2022 10:01 AM",NAK_BO_RANN,2665.65,ASSIGNED,,,WEST_R,HAMEDAN_P,4,"Sep 3, 2022 11:50 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250093,NF_13062022000038214,MAJOR,HUAWEI,"MSHNA | LABEL=LAC5851, GCI=4321116DB",2G_LUSR_ATT_Huawei,80.56,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,13-Jun-2022 07:00:00,"Jun 13, 2022 11:04 AM",CTO_FARAFAN_LAC,1730.22,CLOSED,OTHERS-UNKNOWN ISSUE,,WEST_R,HAMEDAN_P,7,"Aug 20, 2022 12:26 AM",Confirmed,0.04,434.18,Daily_Weekly
13250894,NF_13062022000039432,EMERGENCY,HUAWEI,"ESEFA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,73.432,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,2327.23,ASSIGNED,,,NONE_R,NONE_P,6,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250895,NF_13062022000039434,EMERGENCY,HUAWEI,"ESEFB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,72.058,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,2327.22,ASSIGNED,,,NONE_R,NONE_P,6,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250896,NF_13062022000039436,EMERGENCY,HUAWEI,"ESRHA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,75.446,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,2327.22,ASSIGNED,,,NONE_R,NONE_P,7,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13250897,NF_13062022000039438,EMERGENCY,HUAWEI,"ESRHB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,74.881,"IsLessThan 80    ",USN,13-Jun-2022 10:00:00,"Jun 13, 2022 12:27 PM",BO_GPRS,2327.22,ASSIGNED,,,NONE_R,NONE_P,7,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251642,NF_13062022000040608,EMERGENCY,HUAWEI,"ESEFB | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Gb_Mode_PDP_act_SR%_Per_PLMN,78.715,"IsLessThan 80    ",USN,13-Jun-2022 12:00:00,"Jun 13, 2022 1:55 PM",BO_GPRS,2325.75,ASSIGNED,,,NONE_R,NONE_P,4,"Sep 5, 2022 8:05 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251645,NF_13062022000040609,EMERGENCY,HUAWEI,"ESMDA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,68.838,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,2325.75,ASSIGNED,,,NONE_R,NONE_P,6,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251647,NF_13062022000040612,EMERGENCY,HUAWEI,"GSRHA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,60.884,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,2325.75,ASSIGNED,,,NONE_R,NONE_P,7,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13251650,NF_13062022000040613,EMERGENCY,HUAWEI,"GSRHB | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,60.046,"IsLessThan 80    ",USN,13-Jun-2022 11:00:00,"Jun 13, 2022 1:56 PM",BO_GPRS,2325.75,ASSIGNED,,,NONE_R,NONE_P,7,"Sep 5, 2022 8:12 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13265814,NF_15062022000061849,EMERGENCY,HUAWEI,"GSMDA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",PDN_Connectivity_SR%_Per_PLMN,74.507,"IsLessThan 80    ",USN,15-Jun-2022 09:00:00,"Jun 15, 2022 10:50 AM",BO_GPRS,2280.85,ASSIGNED,,,NONE_R,NONE_P,5,"Sep 5, 2022 8:13 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13226444,NF_10062022000004264,MAJOR,NSN,B5450N | AR4G2323B_791,2G_Voice_Call_Drop_Rate(Nokia_SEG),21.721,"IsLessThanOrEqual 100 ",BTS,07-Jun-2022 00:00:00,"Jun 10, 2022 2:17 AM",CTO_FARAFAN_OPT,2409.4,INPROGRESS,OTHERS-UNKNOWN ISSUE,,,,2,"Sep 6, 2022 2:26 AM",INITIAL DIAGNOSIS,0.87,,Daily_Weekly
13232540,NF_11062022000012969,MAJOR,NSN,R344N | KM2U0843,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),52080,"IsGreaterThan 40000    ",NODEB,08-Jun-2022 00:00:00,"Jun 11, 2022 2:22 AM",CTO_NAK_NOKIA_TRANS,2385.31,INPROGRESS,TRS HW ISSUE,,CENTRAL_R,KERMAN_P,2,"Sep 6, 2022 2:38 AM",INITIAL DIAGNOSIS,1.21,,Daily_Weekly
13235162,NF_11062022000016639,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=TARACELL-HSS - DM_01,The_Rate_of_SCTP_Association_Retransmitted,4.167,"IsGreaterThanOrEqual 4    ",DRA,11-Jun-2022 10:00:00,"Jun 11, 2022 11:30 AM",BO_CORE,2376.18,ASSIGNED,,,NONE_R,NONE_P,3,"Sep 7, 2022 1:02 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13213937,NF_08062022000085289,EMERGENCY,NOKIA,B5351N,TCH_Cong_Rate(Nokia_BSC),11.644,"IsGreaterThanOrEqual 10    ","BSC ",08-Jun-2022 09:00:00,"Jun 8, 2022 12:40 PM",NAK_BO_RANN,2447.01,ASSIGNED,,,CENTRAL_R,YAZD_P,4,"Sep 18, 2022 12:14 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13193137,NF_06062022000052404,MINOR,HUAWEI,"GSMDA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",PDN_Connectivity_SR%_Per_PLMN,98.021,"IsLessThan 99 ",USN,06-Jun-2022 08:00:00,"Jun 6, 2022 11:04 AM",SNQM_BO_PS,2496.61,PARK,CORE-DECLINE OF KPI BELOW THRESHOLD,,NONE_R,NONE_P,112,"Sep 10, 2022 5:12 PM",INITIAL DIAGNOSIS,0.02,,Daily_Weekly
13327977,NF_23062022000053741,MAJOR,HUAWEI,GSMDB | TAI GROUP NAME=43211EBB7,ESM_failure_vs_Attach_Req_%,50.213,"IsGreaterThan 50    ",USN,22-Jun-2022 18:00:00,"Jun 23, 2022 5:10 PM",CTO_CORE_OPT_WG,2082.52,ASSIGNED,,,NONE_R,NONE_P,11,"Aug 20, 2022 12:35 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13329170,NF_23062022000055408,EMERGENCY,NOKIA,B5842N,TCH_Cong_Rate(Nokia_BSC),11.263,"IsGreaterThanOrEqual 10    ","BSC ",23-Jun-2022 19:00:00,"Jun 23, 2022 10:48 PM",NAK_BO_RANN,2076.87,ASSIGNED,,,WEST_R,ILAAM_P,5,"Sep 9, 2022 2:11 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13357009,NF_27062022000095231,EMERGENCY,NOKIA,B4542N,SDCCH_Congestion_Rate(Nokia_BSC),11.067,"IsGreaterThanOrEqual 10    ","BSC ",27-Jun-2022 15:00:00,"Jun 27, 2022 6:30 PM",NAK_BO_RANN,1985.17,ASSIGNED,,,NORTHEAST_R,SISTAN_P,2,"Aug 27, 2022 3:36 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13277120,NF_17062022000078282,MAJOR,HUAWEI,B7761H | HZ1G0146B,SDCCH_Access_Success_Rate_New(Hu_Cell),27.782,"IsLessThanOrEqual 50    ",BTS,14-Jun-2022 00:00:00,"Jun 17, 2022 2:17 AM",CTO_FARAFAN_OPT,2076.83,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,HORMOZGAN_P,3,"Sep 6, 2022 2:27 AM",Confirmed,3.89,537.84,Daily_Weekly
13314765,NF_21062022000034412,EMERGENCY,NOKIA,B717N,TCH_Cong_Rate(Nokia_BSC),11.217,"IsGreaterThanOrEqual 10    ","BSC ",21-Jun-2022 18:00:00,"Jun 21, 2022 8:53 PM",NAK_BO_RANN,2126.79,ASSIGNED,,,SOUTH_R,FARS_P,4,"Sep 8, 2022 6:01 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13277121,NF_17062022000078284,MAJOR,HUAWEI,B7761H | HZ1G0146C,SDCCH_Access_Success_Rate_New(Hu_Cell),45.414,"IsLessThanOrEqual 50    ",BTS,14-Jun-2022 00:00:00,"Jun 17, 2022 2:17 AM",CTO_FARAFAN_OPT,2076.72,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,HORMOZGAN_P,2,"Sep 6, 2022 2:22 AM",Confirmed,3.8,537.84,Daily_Weekly
13277161,NF_17062022000078351,MAJOR,HUAWEI,AHWAZ_R615H | KZ0743,VS.RscGroup.FlowCtrol.DL.DropNum(Huawei_NodeB),75222,"IsGreaterThan 50000    ",NODEB,14-Jun-2022 00:00:00,"Jun 17, 2022 2:30 AM",CTO_NAK_HUAWEI_TRANS,2241.18,INPROGRESS,OTHER,,SOUTH_R,KHUZESTAN_P,2,"Sep 6, 2022 2:36 AM",INITIAL DIAGNOSIS,1.66,,Daily_Weekly
13315806,NF_22062022000035911,MAJOR,HUAWEI,B5763H | HZ1G1917C,TCH_Assignment_SR(HU_Cell),38.705,"IsLessThan 80    ",BSC,19-Jun-2022 00:00:00,"Jun 22, 2022 2:13 AM",CTO_FARAFAN_OPT,2121.45,INPROGRESS,OTHERS-UNKNOWN ISSUE,,SOUTH_R,HORMOZGAN_P,2,"Sep 6, 2022 2:27 AM",INITIAL DIAGNOSIS,1.75,,Daily_Weekly
13283193,NF_18062022000087001,EMERGENCY,NOKIA,B5775N,TCH_Assignment_FR(Nokia_BSC),10.677,"IsGreaterThanOrEqual 10    ","BSC ",17-Jun-2022 22:00:00,"Jun 18, 2022 12:09 AM",NAK_BO_RANN,2219.53,ASSIGNED,,,SOUTH_R,BUSHEHR_P,5,"Sep 16, 2022 2:44 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13283545,NF_18062022000087518,MAJOR,ERICSSON,R114E | MAUL0371,pmHsDataFramesLost(Eric_NodeB),73265,"IsGreaterThan 50000    ",NODEB,15-Jun-2022 00:00:00,"Jun 18, 2022 2:26 AM",CTO_NAK_NORTH_TRANS,2217.24,INPROGRESS,OTHER,,NORTHEAST_R,MAZANDARAN_P,3,"Sep 6, 2022 2:39 AM",INITIAL DIAGNOSIS,0.81,,Daily_Weekly
13435988,NF_08072022000000599,MAJOR,HUAWEI,GSMDA | TAI GROUP NAME=43211EC92,ESM_failure_vs_Attach_Req_%,56.38,"IsGreaterThan 50    ",USN,07-Jul-2022 21:00:00,"Jul 8, 2022 8:13 PM",CTO_CORE_OPT_WG,1719.46,ASSIGNED,,,NONE_R,NONE_P,5,"Sep 17, 2022 12:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13435989,NF_08072022000000601,MAJOR,HUAWEI,GSMDB | TAI GROUP NAME=43211EC92,ESM_failure_vs_Attach_Req_%,55.435,"IsGreaterThan 50    ",USN,07-Jul-2022 21:00:00,"Jul 8, 2022 8:13 PM",CTO_CORE_OPT_WG,1719.45,ASSIGNED,,,NONE_R,NONE_P,3,"Sep 17, 2022 12:09 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13436381,NF_08072022000001102,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=XSMDA-RUHB_L1,The_Rate_of_SCTP_Association_Retransmitted,4.098,"IsGreaterThanOrEqual 4    ",DRA,08-Jul-2022 20:00:00,"Jul 8, 2022 10:15 PM",BO_CORE,1717.43,ASSIGNED,,,NONE_R,NONE_P,3,"Sep 8, 2022 6:08 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13436383,NF_08072022000001105,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=XSMDA-RUHB_L2,The_Rate_of_SCTP_Association_Retransmitted,4.88,"IsGreaterThanOrEqual 4    ",DRA,08-Jul-2022 20:00:00,"Jul 8, 2022 10:15 PM",BO_CORE,1717.43,ASSIGNED,,,NONE_R,NONE_P,3,"Sep 8, 2022 6:08 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13428482,NF_07072022000090896,MAJOR,HUAWEI,"GSRHC_LAI=432112012,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),10.248,"IsGreaterThan 10    ",TAC,06-Jul-2022 12:00:00,"Jul 7, 2022 12:59 PM",CTO_NAK_TEHRAN_LAC,1393.46,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,9,"Aug 22, 2022 1:18 AM",Confirmed,1.82,339.2,Daily_Weekly
13372028,NF_29062022000015664,MAJOR,HUAWEI,"GSRHB_LAI=432111C2C,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),10.397,"IsGreaterThan 10    ",TAC,28-Jun-2022 14:00:00,"Jun 29, 2022 2:37 PM",CTO_NAK_TEHRAN_LAC,1941.06,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,2,"Sep 3, 2022 10:15 AM",INITIAL DIAGNOSIS,1.09,,Daily_Weekly
13372029,NF_29062022000015666,MAJOR,HUAWEI,"GSRHB_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),10.295,"IsGreaterThan 10    ",TAC,28-Jun-2022 14:00:00,"Jun 29, 2022 2:37 PM",CTO_NAK_TEHRAN_LAC,1941.06,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,10,"Sep 16, 2022 3:27 PM",INITIAL DIAGNOSIS,1.1,,Daily_Weekly
13373436,NF_29062022000017751,MAJOR,HUAWEI,"GSRHA_LAI=432111463,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),21.563,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1938.26,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,9,"Sep 8, 2022 6:08 PM",INITIAL DIAGNOSIS,2.39,,Daily_Weekly
13373442,NF_29062022000017753,MAJOR,HUAWEI,"GSRHC_LAI=432111C36,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),17.776,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1938.26,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 3, 2022 10:15 AM",INITIAL DIAGNOSIS,2.39,,Daily_Weekly
13373445,NF_29062022000017754,MAJOR,HUAWEI,"GSRHA_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),23.043,"IsGreaterThan 10    ",TAC,28-Jun-2022 17:00:00,"Jun 29, 2022 5:25 PM",CTO_NAK_TEHRAN_LAC,1342.36,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,6,"Aug 22, 2022 1:18 AM",Confirmed,2.38,322.6,Daily_Weekly
13374382,NF_29062022000019000,MAJOR,HUAWEI,"GSRHC_LAI=432111463,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),15.851,"IsGreaterThan 10    ",TAC,28-Jun-2022 20:00:00,"Jun 29, 2022 8:16 PM",CTO_NAK_TEHRAN_LAC,1935.42,INPROGRESS,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,5,"Sep 8, 2022 6:08 PM",INITIAL DIAGNOSIS,2.24,,Daily_Weekly
13374394,NF_29062022000019010,MAJOR,HUAWEI,"GSRHC_LAI=4321123FE,RAC=01",Gb_Protocol_Fail_Vs_Attach_Req_per_RAI(%)(LAC),16.065,"IsGreaterThan 10    ",TAC,28-Jun-2022 20:00:00,"Jun 29, 2022 8:16 PM",CTO_NAK_TEHRAN_LAC,1627.06,CLOSED,RAN HW ISSUE,,TEHRAN_R,TEHRAN_P,4,"Sep 3, 2022 10:15 AM",Confirmed,2.23,403.28,Daily_Weekly
13377073,NF_30062022000022591,EMERGENCY,HUAWEI,"GSTZA | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,9.469,"IsLessThan 80    ",USN,30-Jun-2022 06:00:00,"Jun 30, 2022 9:08 AM",BO_GPRS,1922.53,ASSIGNED,,,NONE_R,NONE_P,4,"Sep 17, 2022 4:46 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13377074,NF_30062022000022593,EMERGENCY,HUAWEI,"GSTZB | MOBILE COUNTRY CODE =432, MOBILE NETWORK CODE =11",Iu_mode_MS_init_PDP_context_act_success_SR_Per_PLMN,8.718,"IsLessThan 80    ",USN,30-Jun-2022 06:00:00,"Jun 30, 2022 9:09 AM",BO_GPRS,1922.53,ASSIGNED,,,NONE_R,NONE_P,6,"Sep 17, 2022 4:46 PM",INITIAL DIAGNOSIS,,,Daily_Weekly
13473742,NF_14072022000049910,MINOR,HUAWEI,ESEFB,S1_mode_intra-MME_combined_TAU_success_rate(Excluding_RAN),98.895,"IsLessThan 99 ",USN,14-Jul-2022 02:00:00,"Jul 14, 2022 6:25 AM",SNQM_BO_PS,1589.26,PARK,,,NONE_R,NONE_P,20,"Aug 18, 2022 6:52 AM",PARKED:WO,1.46,,Daily_Weekly
13491812,NF_16072022000073529,MAJOR,HUAWEI,"MSKHA | LABEL=B7661H-1663, GCI=43211067F",2G_LUSR_ATT_Huawei,91.254,"IsLessThan 93  AND  IsGreaterThanOrEqual 75 ",MSS,16-Jul-2022 13:00:00,"Jul 16, 2022 5:23 PM",CTO_FARAFAN_LAC,931.86,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,LORESTAN_P,5,"Aug 22, 2022 7:05 PM",Confirmed,1.82,230.24,Daily_Weekly
13507827,NF_19072022000094791,MAJOR,NSN,R515N | KH2U0997,HS-DSCH_CREDIT_REDUCTIONS_DUE_TO_FRAME_LOSS(WBTS),56820,"IsGreaterThan 40000    ",NODEB,16-Jul-2022 00:00:00,"Jul 19, 2022 2:26 AM",CTO_NAK_NOKIA_TRANS,944.4,CLOSED,TRANSMISSION - THIRD PARTY - HW FAULT,,NORTHEAST_R,KHORASNRAZAVI_P,2,"Aug 25, 2022 2:40 AM",Confirmed,1.58,227.62,Daily_Weekly
13491904,NF_16072022000073633,MINOR,HUAWEI,"ESMDA | NODENAME=USN, MOBILE COUNTRY CODE=432, MOBILE NETWORK CODE=11",PDN_Connectivity_SR%_Per_PLMN,98.31,"IsLessThan 99 ",USN,16-Jul-2022 15:00:00,"Jul 16, 2022 5:31 PM",SNQM_BO_PS,1530.16,INPROGRESS,OTHER,,NONE_R,NONE_P,67,"Sep 14, 2022 1:58 PM",INITIAL DIAGNOSIS,0,,Daily_Weekly
13508418,NF_19072022000095783,MAJOR,ERICSSON,B5112E | MA1445B,TCH_Availability(Eric_Cell),0,"IsLessThanOrEqual 0    ",BTS,17-Jul-2022 00:00:00,"Jul 19, 2022 2:58 AM",NAK_FO_RAN,1472.71,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 2:58 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13508422,NF_19072022000095785,MAJOR,ERICSSON,B5112E | MA1445A,TCH_Availability(Eric_Cell),0,"IsLessThanOrEqual 0    ",BTS,17-Jul-2022 00:00:00,"Jul 19, 2022 2:58 AM",NAK_FO_RAN,1472.7,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 2:58 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13508429,NF_19072022000095800,MAJOR,ERICSSON,B5112E | MA1445C,TCH_Availability(Eric_Cell),0,"IsLessThanOrEqual 0    ",BTS,17-Jul-2022 00:00:00,"Jul 19, 2022 2:59 AM",NAK_FO_RAN,1472.69,ASSIGNED,,,NONE_R,NONE_P,2,"Aug 19, 2022 2:58 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13477193,NF_14072022000054522,EMERGENCY,HUAWEI,MDDC1VSPS_SPS | LINK NAME=TARACELL-HSS - DM_02,The_Rate_of_SCTP_Association_Retransmitted,9.804,"IsGreaterThanOrEqual 4    ",DRA,14-Jul-2022 13:00:00,"Jul 14, 2022 3:28 PM",BO_CORE,1580.21,ASSIGNED,,,NONE_R,NONE_P,2,"Sep 7, 2022 1:02 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13505278,NF_18072022000091456,MAJOR,HUAWEI,"ESMDA | NODENAME=USN, TAI GROUP NAME=432117B5D",ESM_failure_vs_Attach_Req_%,90.411,"IsGreaterThan 50    ",USN,17-Jul-2022 16:00:00,"Jul 18, 2022 3:23 PM",CTO_CORE_OPT_WG,1484.29,ASSIGNED,,,NONE_R,NONE_P,4,"Sep 3, 2022 10:15 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
13493807,NF_17072022000076058,MAJOR,NSN,B5762N | HZ1G0470B_290,TCH_Assignment_SR_New(Nokia_SEG),67.11,"IsLessThan 70    ",BSC,14-Jul-2022 00:00:00,"Jul 17, 2022 2:23 AM",CTO_FARAFAN_OPT,1356.61,CLOSED,OTHERS-UNKNOWN ISSUE,,SOUTH_R,HORMOZGAN_P,2,"Sep 6, 2022 2:24 AM",Confirmed,1.76,357.8,Daily_Weekly
13479972,NF_15072022000058171,MAJOR,NSN,R543N | SB2U0658B1,Cell_Availability_including_blocked_by_user_state(Nokia_UCell),0,"IsLessThanOrEqual 0    ",NODEB,13-Jul-2022 00:00:00,"Jul 15, 2022 2:56 AM",NAK_FO_RAN,1568.75,ASSIGNED,,,NONE_R,NONE_P,4,"Aug 20, 2022 3:12 AM",INITIAL DIAGNOSIS,,,Daily_Weekly
